Type,Library,Test,Result
3. Parse String,FastJson (C++),newline,true
3. Parse String,FastJson (C++),utf16 zero,true
3. Parse String,FastJson (C++),whitesp,true
3. Parse String,FastJson (C++),utf16 dollar,true
3. Parse String,FastJson (C++),utf16 cent,true
3. Parse String,FastJson (C++),utf16 euro,true
3. Parse String,FastJson (C++),utf16 gclef,false
4. Roundtrip,FastJson (C++),roundtrip21,true
4. Roundtrip,FastJson (C++),roundtrip07,true
4. Roundtrip,FastJson (C++),roundtrip22,true
4. Roundtrip,FastJson (C++),roundtrip04,true
4. Roundtrip,FastJson (C++),roundtrip19,true
4. Roundtrip,FastJson (C++),roundtrip08,true
4. Roundtrip,FastJson (C++),roundtrip02,true
4. Roundtrip,FastJson (C++),roundtrip10,true
4. Roundtrip,FastJson (C++),roundtrip25,true
4. Roundtrip,FastJson (C++),roundtrip23,true
4. Roundtrip,FastJson (C++),roundtrip03,true
4. Roundtrip,FastJson (C++),roundtrip13,true
4. Roundtrip,FastJson (C++),roundtrip11,true
4. Roundtrip,FastJson (C++),roundtrip05,true
4. Roundtrip,FastJson (C++),roundtrip12,true
4. Roundtrip,FastJson (C++),roundtrip26,true
4. Roundtrip,FastJson (C++),roundtrip06,true
4. Roundtrip,FastJson (C++),roundtrip24,true
4. Roundtrip,FastJson (C++),roundtrip14,true
4. Roundtrip,FastJson (C++),roundtrip20,true
4. Roundtrip,FastJson (C++),roundtrip01,true
4. Roundtrip,FastJson (C++),roundtrip16,true
4. Roundtrip,FastJson (C++),roundtrip17,true
4. Roundtrip,FastJson (C++),roundtrip15,true
4. Roundtrip,FastJson (C++),roundtrip09,true
4. Roundtrip,FastJson (C++),roundtrip18,true
4. Roundtrip,FastJson (C++),roundtrip27,true
1. Parse Validation,gason (C++11),y_string_with_del_character,false
1. Parse Validation,gason (C++11),y_object_duplicated_key_and_value,true
1. Parse Validation,gason (C++11),y_string_accepted_surrogate_pairs,true
1. Parse Validation,gason (C++11),y_array_empty,true
1. Parse Validation,gason (C++11),pass03,true
1. Parse Validation,gason (C++11),y_structure_true_in_array,true
1. Parse Validation,gason (C++11),y_string_escaped_control_character,true
1. Parse Validation,gason (C++11),y_string_two-byte-utf-8,true
1. Parse Validation,gason (C++11),y_string_unicode_U+200B_ZERO_WIDTH_SPACE,true
1. Parse Validation,gason (C++11),y_string_accepted_surrogate_pair,true
1. Parse Validation,gason (C++11),y_number_real_capital_e_neg_exp,true
1. Parse Validation,gason (C++11),y_structure_lonely_true,true
1. Parse Validation,gason (C++11),y_number_real_fraction_exponent,true
1. Parse Validation,gason (C++11),y_string_backslash_and_u_escaped_zero,true
1. Parse Validation,gason (C++11),y_string_nonCharacterInUTF-8_U+10FFFF,true
1. Parse Validation,gason (C++11),y_number,true
1. Parse Validation,gason (C++11),y_number_real_capital_e_pos_exp,true
1. Parse Validation,gason (C++11),y_array_false,true
1. Parse Validation,gason (C++11),y_array_with_1_and_newline,true
1. Parse Validation,gason (C++11),y_number_0e1,true
1. Parse Validation,gason (C++11),y_string_reservedCharacterInUTF-8_U+1BFFF,true
1. Parse Validation,gason (C++11),y_array_with_trailing_space,true
1. Parse Validation,gason (C++11),y_string_comments,true
1. Parse Validation,gason (C++11),y_string_three-byte-utf-8,true
1. Parse Validation,gason (C++11),y_string_double_escape_n,true
1. Parse Validation,gason (C++11),y_array_empty-string,true
1. Parse Validation,gason (C++11),y_object_empty,true
1. Parse Validation,gason (C++11),y_object_simple,true
1. Parse Validation,gason (C++11),y_string_one-byte-utf-8,true
1. Parse Validation,gason (C++11),y_number_real_capital_e,true
1. Parse Validation,gason (C++11),y_object_long_strings,true
1. Parse Validation,gason (C++11),y_string_utf8,true
1. Parse Validation,gason (C++11),y_object_empty_key,true
1. Parse Validation,gason (C++11),y_string_unicode_U+2064_invisible_plus,true
1. Parse Validation,gason (C++11),y_structure_whitespace_array,true
1. Parse Validation,gason (C++11),y_object_duplicated_key,true
1. Parse Validation,gason (C++11),y_array_with_leading_space,true
1. Parse Validation,gason (C++11),y_string_space,true
1. Parse Validation,gason (C++11),pass01,true
1. Parse Validation,gason (C++11),y_object_escaped_null_in_key,true
1. Parse Validation,gason (C++11),y_number_negative_one,true
1. Parse Validation,gason (C++11),y_structure_lonely_false,true
1. Parse Validation,gason (C++11),y_structure_trailing_newline,true
1. Parse Validation,gason (C++11),y_number_minus_zero,true
1. Parse Validation,gason (C++11),y_string_last_surrogates_1_and_2,true
1. Parse Validation,gason (C++11),y_structure_lonely_string,true
1. Parse Validation,gason (C++11),y_string_unicode,true
1. Parse Validation,gason (C++11),y_string_unicodeEscapedBackslash,true
1. Parse Validation,gason (C++11),y_number_real_exponent,true
1. Parse Validation,gason (C++11),y_structure_lonely_negative_real,true
1. Parse Validation,gason (C++11),y_string_null_escape,true
1. Parse Validation,gason (C++11),y_number_int_with_exp,true
1. Parse Validation,gason (C++11),y_number_negative_zero,true
1. Parse Validation,gason (C++11),y_number_double_close_to_zero,true
1. Parse Validation,gason (C++11),y_string_unicode_U+FDD0_nonchar,true
1. Parse Validation,gason (C++11),y_array_arraysWithSpaces,true
1. Parse Validation,gason (C++11),y_string_unicode_U+1FFFE_nonchar,true
1. Parse Validation,gason (C++11),y_string_nbsp_uescaped,true
1. Parse Validation,gason (C++11),pass02,true
1. Parse Validation,gason (C++11),y_array_heterogeneous,true
1. Parse Validation,gason (C++11),y_number_0e+1,true
1. Parse Validation,gason (C++11),y_string_simple_ascii,true
1. Parse Validation,gason (C++11),y_object_basic,true
1. Parse Validation,gason (C++11),y_array_ending_with_newline,true
1. Parse Validation,gason (C++11),y_number_simple_int,true
1. Parse Validation,gason (C++11),y_number_after_space,true
1. Parse Validation,gason (C++11),y_string_pi,true
1. Parse Validation,gason (C++11),y_string_u+2028_line_sep,true
1. Parse Validation,gason (C++11),y_string_in_array,true
1. Parse Validation,gason (C++11),y_object_extreme_numbers,true
1. Parse Validation,gason (C++11),y_object_with_newlines,true
1. Parse Validation,gason (C++11),y_string_double_escape_a,true
1. Parse Validation,gason (C++11),y_string_unicode_U+FFFE_nonchar,true
1. Parse Validation,gason (C++11),y_structure_lonely_int,true
1. Parse Validation,gason (C++11),y_number_negative_int,true
1. Parse Validation,gason (C++11),y_string_u+2029_par_sep,true
1. Parse Validation,gason (C++11),y_string_escaped_noncharacter,true
1. Parse Validation,gason (C++11),y_string_unescaped_char_delete,false
1. Parse Validation,gason (C++11),y_string_unicode_escaped_double_quote,true
1. Parse Validation,gason (C++11),y_object_string_unicode,true
1. Parse Validation,gason (C++11),y_string_allowed_escapes,true
1. Parse Validation,gason (C++11),y_array_null,true
1. Parse Validation,gason (C++11),y_string_surrogates_U+1D11E_MUSICAL_SYMBOL_G_CLEF,true
1. Parse Validation,gason (C++11),y_number_real_neg_exp,true
1. Parse Validation,gason (C++11),y_string_uEscape,true
1. Parse Validation,gason (C++11),y_structure_lonely_null,true
1. Parse Validation,gason (C++11),y_string_backslash_doublequotes,true
1. Parse Validation,gason (C++11),y_number_simple_real,true
1. Parse Validation,gason (C++11),y_structure_string_empty,true
1. Parse Validation,gason (C++11),y_string_unicode_U+10FFFE_nonchar,true
1. Parse Validation,gason (C++11),y_string_nonCharacterInUTF-8_U+FFFF,true
1. Parse Validation,gason (C++11),y_array_with_several_null,true
1. Parse Validation,gason (C++11),y_string_uescaped_newline,true
1. Parse Validation,gason (C++11),y_string_unicode_2,true
1. Parse Validation,gason (C++11),y_string_in_array_with_leading_space,true
1. Parse Validation,gason (C++11),y_string_1_2_3_bytes_UTF-8_sequences,true
1. Parse Validation,gason (C++11),y_object,true
1. Parse Validation,gason (C++11),y_number_real_pos_exponent,true
1. Parse Validation,gason (C++11),fail21,true
1. Parse Validation,gason (C++11),fail09,false
1. Parse Validation,gason (C++11),fail16,true
1. Parse Validation,gason (C++11),fail30,false
1. Parse Validation,gason (C++11),fail28,true
1. Parse Validation,gason (C++11),fail24,true
1. Parse Validation,gason (C++11),fail08,false
1. Parse Validation,gason (C++11),fail12,true
1. Parse Validation,gason (C++11),fail13,false
1. Parse Validation,gason (C++11),fail33,true
1. Parse Validation,gason (C++11),fail03,true
1. Parse Validation,gason (C++11),fail27,true
1. Parse Validation,gason (C++11),fail29,false
1. Parse Validation,gason (C++11),fail07,false
1. Parse Validation,gason (C++11),fail26,true
1. Parse Validation,gason (C++11),fail06,true
1. Parse Validation,gason (C++11),fail31,true
1. Parse Validation,gason (C++11),fail19,false
1. Parse Validation,gason (C++11),fail05,true
1. Parse Validation,gason (C++11),fail32,true
1. Parse Validation,gason (C++11),fail23,true
1. Parse Validation,gason (C++11),fail22,true
1. Parse Validation,gason (C++11),fail25,true
1. Parse Validation,gason (C++11),fail11,true
1. Parse Validation,gason (C++11),fail04,false
1. Parse Validation,gason (C++11),fail02,true
1. Parse Validation,gason (C++11),fail10,false
1. Parse Validation,gason (C++11),fail17,true
1. Parse Validation,gason (C++11),fail14,true
1. Parse Validation,gason (C++11),fail20,true
1. Parse Validation,gason (C++11),fail15,true
2. Parse Double,gason (C++11),0.0,true
2. Parse Double,gason (C++11),-0.0,true
2. Parse Double,gason (C++11),1.0,true
2. Parse Double,gason (C++11),-1.0,true
2. Parse Double,gason (C++11),1.5,true
2. Parse Double,gason (C++11),-1.5,true
2. Parse Double,gason (C++11),3.1416,true
2. Parse Double,gason (C++11),1E10,true
2. Parse Double,gason (C++11),1e10,true
2. Parse Double,gason (C++11),1E+10,true
2. Parse Double,gason (C++11),1E-10,false
2. Parse Double,gason (C++11),-1E10,true
2. Parse Double,gason (C++11),-1e10,true
2. Parse Double,gason (C++11),-1E+10],true
2. Parse Double,gason (C++11),-1E-10,false
2. Parse Double,gason (C++11),1.234E+10,true
2. Parse Double,gason (C++11),1.234E-10,false
2. Parse Double,gason (C++11),1.79769e+308,false
2. Parse Double,gason (C++11),2.22507e-308,false
2. Parse Double,gason (C++11),-1.79769e+308,false
2. Parse Double,gason (C++11),-2.22507e-308,false
2. Parse Double,gason (C++11),min denormal,false
2. Parse Double,gason (C++11),max subnormal,false
2. Parse Double,gason (C++11),min normal,false
2. Parse Double,gason (C++11),max double,false
2. Parse Double,gason (C++11),must underflow,true
2. Parse Double,gason (C++11),2^64,true
2. Parse Double,gason (C++11),-2^63-1,false
2. Parse Double,gason (C++11),issues/120,true
2. Parse Double,gason (C++11),123e34,false
2. Parse Double,gason (C++11),45913141877270640000.0,true
2. Parse Double,gason (C++11),2.2250738585072011e-308,false
2. Parse Double,gason (C++11),1e-214748363,true
2. Parse Double,gason (C++11),1e-214748364,true
2. Parse Double,gason (C++11),nax double/other,false
2. Parse Double,gason (C++11),java-hang,false
2. Parse Double,gason (C++11),2...564e-308,false
2. Parse Double,gason (C++11),2...565e-308,false
2. Parse Double,gason (C++11),0.99...84375,false
2. Parse Double,gason (C++11),0.99...84374,true
2. Parse Double,gason (C++11),0.99...84376,false
2. Parse Double,gason (C++11),1.00...03125,true
2. Parse Double,gason (C++11),1.00...03124,true
2. Parse Double,gason (C++11),1.00...03126,false
2. Parse Double,gason (C++11),720...28.0,true
2. Parse Double,gason (C++11),720...36.0,true
2. Parse Double,gason (C++11),720...32.0,true
2. Parse Double,gason (C++11),720...99e-5,false
2. Parse Double,gason (C++11),720...01e-5,false
2. Parse Double,gason (C++11),922...84.0,true
2. Parse Double,gason (C++11),922...08.0,false
2. Parse Double,gason (C++11),922...96.0,true
2. Parse Double,gason (C++11),922...9e-5,false
2. Parse Double,gason (C++11),922...1e-5,false
2. Parse Double,gason (C++11),101...384,true
2. Parse Double,gason (C++11),101...008,false
2. Parse Double,gason (C++11),101...696,false
2. Parse Double,gason (C++11),101...9e-5,false
2. Parse Double,gason (C++11),101...1e-5,false
2. Parse Double,gason (C++11),570...808,false
2. Parse Double,gason (C++11),570...496,false
2. Parse Double,gason (C++11),570...152,false
2. Parse Double,gason (C++11),570...9e-3,false
2. Parse Double,gason (C++11),570...1e-3,false
2. Parse Double,gason (C++11),n1e308,false
2. Parse Double,gason (C++11),trimming,false
3. Parse String,gason (C++11),empty,true
3. Parse String,gason (C++11),ascii,true
3. Parse String,gason (C++11),newline,true
3. Parse String,gason (C++11),utf16 zero,false
3. Parse String,gason (C++11),whitesp,true
3. Parse String,gason (C++11),utf16 dollar,true
3. Parse String,gason (C++11),utf16 cent,true
3. Parse String,gason (C++11),utf16 euro,true
3. Parse String,gason (C++11),utf16 gclef,false
4. Roundtrip,gason (C++11),roundtrip21,false
4. Roundtrip,gason (C++11),roundtrip07,true
4. Roundtrip,gason (C++11),roundtrip22,false
4. Roundtrip,gason (C++11),roundtrip04,false
4. Roundtrip,gason (C++11),roundtrip19,false
4. Roundtrip,gason (C++11),roundtrip08,false
4. Roundtrip,gason (C++11),roundtrip02,true
4. Roundtrip,gason (C++11),roundtrip10,true
4. Roundtrip,gason (C++11),roundtrip25,false
4. Roundtrip,gason (C++11),roundtrip23,false
4. Roundtrip,gason (C++11),roundtrip03,true
4. Roundtrip,gason (C++11),roundtrip13,false
4. Roundtrip,gason (C++11),roundtrip11,false
4. Roundtrip,gason (C++11),roundtrip05,true
4. Roundtrip,gason (C++11),roundtrip12,false
4. Roundtrip,gason (C++11),roundtrip26,false
4. Roundtrip,gason (C++11),roundtrip06,true
4. Roundtrip,gason (C++11),roundtrip24,false
4. Roundtrip,gason (C++11),roundtrip14,false
4. Roundtrip,gason (C++11),roundtrip20,false
4. Roundtrip,gason (C++11),roundtrip01,true
4. Roundtrip,gason (C++11),roundtrip16,false
4. Roundtrip,gason (C++11),roundtrip17,false
4. Roundtrip,gason (C++11),roundtrip15,false
4. Roundtrip,gason (C++11),roundtrip09,true
4. Roundtrip,gason (C++11),roundtrip18,false
4. Roundtrip,gason (C++11),roundtrip27,false
1. Parse Validation,JeayeSON (C++14),y_string_with_del_character,true
1. Parse Validation,JeayeSON (C++14),y_object_duplicated_key_and_value,true
1. Parse Validation,JeayeSON (C++14),y_string_accepted_surrogate_pairs,true
1. Parse Validation,JeayeSON (C++14),y_array_empty,true
1. Parse Validation,JeayeSON (C++14),pass03,true
1. Parse Validation,JeayeSON (C++14),y_structure_true_in_array,true
1. Parse Validation,JeayeSON (C++14),y_string_escaped_control_character,true
1. Parse Validation,JeayeSON (C++14),y_string_two-byte-utf-8,true
1. Parse Validation,JeayeSON (C++14),y_string_unicode_U+200B_ZERO_WIDTH_SPACE,true
1. Parse Validation,JeayeSON (C++14),y_string_accepted_surrogate_pair,true
1. Parse Validation,JeayeSON (C++14),y_number_real_capital_e_neg_exp,true
1. Parse Validation,JeayeSON (C++14),y_structure_lonely_true,false
1. Parse Validation,JeayeSON (C++14),y_number_real_fraction_exponent,true
1. Parse Validation,JeayeSON (C++14),y_string_backslash_and_u_escaped_zero,true
1. Parse Validation,JeayeSON (C++14),y_string_nonCharacterInUTF-8_U+10FFFF,true
1. Parse Validation,JeayeSON (C++14),y_number,true
1. Parse Validation,JeayeSON (C++14),y_number_real_capital_e_pos_exp,true
1. Parse Validation,JeayeSON (C++14),y_array_false,true
1. Parse Validation,JeayeSON (C++14),y_array_with_1_and_newline,true
1. Parse Validation,JeayeSON (C++14),y_number_0e1,true
1. Parse Validation,JeayeSON (C++14),y_string_reservedCharacterInUTF-8_U+1BFFF,true
1. Parse Validation,JeayeSON (C++14),y_array_with_trailing_space,true
1. Parse Validation,JeayeSON (C++14),y_string_comments,true
1. Parse Validation,JeayeSON (C++14),y_string_three-byte-utf-8,true
1. Parse Validation,JeayeSON (C++14),y_string_double_escape_n,true
1. Parse Validation,JeayeSON (C++14),y_array_empty-string,true
1. Parse Validation,JeayeSON (C++14),y_object_empty,true
1. Parse Validation,JeayeSON (C++14),y_object_simple,true
1. Parse Validation,JeayeSON (C++14),y_string_one-byte-utf-8,true
1. Parse Validation,JeayeSON (C++14),y_number_real_capital_e,true
1. Parse Validation,JeayeSON (C++14),y_object_long_strings,true
1. Parse Validation,JeayeSON (C++14),y_string_utf8,true
1. Parse Validation,JeayeSON (C++14),y_object_empty_key,true
1. Parse Validation,JeayeSON (C++14),y_string_unicode_U+2064_invisible_plus,true
1. Parse Validation,JeayeSON (C++14),y_structure_whitespace_array,true
1. Parse Validation,JeayeSON (C++14),y_object_duplicated_key,true
1. Parse Validation,JeayeSON (C++14),y_array_with_leading_space,true
1. Parse Validation,JeayeSON (C++14),y_string_space,false
1. Parse Validation,JeayeSON (C++14),pass01,true
1. Parse Validation,JeayeSON (C++14),y_object_escaped_null_in_key,true
1. Parse Validation,JeayeSON (C++14),y_number_negative_one,true
1. Parse Validation,JeayeSON (C++14),y_structure_lonely_false,false
1. Parse Validation,JeayeSON (C++14),y_structure_trailing_newline,true
1. Parse Validation,JeayeSON (C++14),y_number_minus_zero,true
1. Parse Validation,JeayeSON (C++14),y_string_last_surrogates_1_and_2,true
1. Parse Validation,JeayeSON (C++14),y_structure_lonely_string,false
1. Parse Validation,JeayeSON (C++14),y_string_unicode,true
1. Parse Validation,JeayeSON (C++14),y_string_unicodeEscapedBackslash,true
1. Parse Validation,JeayeSON (C++14),y_number_real_exponent,true
1. Parse Validation,JeayeSON (C++14),y_structure_lonely_negative_real,false
1. Parse Validation,JeayeSON (C++14),y_string_null_escape,true
1. Parse Validation,JeayeSON (C++14),y_number_int_with_exp,true
1. Parse Validation,JeayeSON (C++14),y_number_negative_zero,true
1. Parse Validation,JeayeSON (C++14),y_number_double_close_to_zero,true
1. Parse Validation,JeayeSON (C++14),y_string_unicode_U+FDD0_nonchar,true
1. Parse Validation,JeayeSON (C++14),y_array_arraysWithSpaces,true
1. Parse Validation,JeayeSON (C++14),y_string_unicode_U+1FFFE_nonchar,true
1. Parse Validation,JeayeSON (C++14),y_string_nbsp_uescaped,true
1. Parse Validation,JeayeSON (C++14),pass02,true
1. Parse Validation,JeayeSON (C++14),y_array_heterogeneous,true
1. Parse Validation,JeayeSON (C++14),y_number_0e+1,true
1. Parse Validation,JeayeSON (C++14),y_string_simple_ascii,true
1. Parse Validation,JeayeSON (C++14),y_object_basic,true
1. Parse Validation,JeayeSON (C++14),y_array_ending_with_newline,true
1. Parse Validation,JeayeSON (C++14),y_number_simple_int,true
1. Parse Validation,JeayeSON (C++14),y_number_after_space,true
1. Parse Validation,JeayeSON (C++14),y_string_pi,true
1. Parse Validation,JeayeSON (C++14),y_string_u+2028_line_sep,true
1. Parse Validation,JeayeSON (C++14),y_string_in_array,true
1. Parse Validation,JeayeSON (C++14),y_object_extreme_numbers,true
1. Parse Validation,JeayeSON (C++14),y_object_with_newlines,true
1. Parse Validation,JeayeSON (C++14),y_string_double_escape_a,true
1. Parse Validation,JeayeSON (C++14),y_string_unicode_U+FFFE_nonchar,true
1. Parse Validation,JeayeSON (C++14),y_structure_lonely_int,false
1. Parse Validation,JeayeSON (C++14),y_number_negative_int,true
1. Parse Validation,JeayeSON (C++14),y_string_u+2029_par_sep,true
1. Parse Validation,JeayeSON (C++14),y_string_escaped_noncharacter,true
1. Parse Validation,JeayeSON (C++14),y_string_unescaped_char_delete,true
1. Parse Validation,JeayeSON (C++14),y_string_unicode_escaped_double_quote,true
1. Parse Validation,JeayeSON (C++14),y_object_string_unicode,true
1. Parse Validation,JeayeSON (C++14),y_string_allowed_escapes,true
1. Parse Validation,JeayeSON (C++14),y_array_null,true
1. Parse Validation,JeayeSON (C++14),y_string_surrogates_U+1D11E_MUSICAL_SYMBOL_G_CLEF,true
1. Parse Validation,JeayeSON (C++14),y_number_real_neg_exp,true
1. Parse Validation,JeayeSON (C++14),y_string_uEscape,true
1. Parse Validation,JeayeSON (C++14),y_structure_lonely_null,false
1. Parse Validation,JeayeSON (C++14),y_string_backslash_doublequotes,true
1. Parse Validation,JeayeSON (C++14),y_number_simple_real,true
1. Parse Validation,JeayeSON (C++14),y_structure_string_empty,false
1. Parse Validation,JeayeSON (C++14),y_string_unicode_U+10FFFE_nonchar,true
1. Parse Validation,JeayeSON (C++14),y_string_nonCharacterInUTF-8_U+FFFF,true
1. Parse Validation,JeayeSON (C++14),y_array_with_several_null,true
1. Parse Validation,JeayeSON (C++14),y_string_uescaped_newline,true
1. Parse Validation,JeayeSON (C++14),y_string_unicode_2,true
1. Parse Validation,JeayeSON (C++14),y_string_in_array_with_leading_space,true
1. Parse Validation,JeayeSON (C++14),y_string_1_2_3_bytes_UTF-8_sequences,true
1. Parse Validation,JeayeSON (C++14),y_object,true
1. Parse Validation,JeayeSON (C++14),y_number_real_pos_exponent,true
1. Parse Validation,JeayeSON (C++14),fail21,false
1. Parse Validation,JeayeSON (C++14),fail09,false
1. Parse Validation,JeayeSON (C++14),fail16,false
1. Parse Validation,JeayeSON (C++14),fail30,false
1. Parse Validation,JeayeSON (C++14),fail28,false
1. Parse Validation,JeayeSON (C++14),fail24,false
1. Parse Validation,JeayeSON (C++14),fail08,false
1. Parse Validation,JeayeSON (C++14),fail12,false
1. Parse Validation,JeayeSON (C++14),fail13,false
1. Parse Validation,JeayeSON (C++14),fail33,false
1. Parse Validation,JeayeSON (C++14),fail03,false
1. Parse Validation,JeayeSON (C++14),fail27,false
1. Parse Validation,JeayeSON (C++14),fail29,false
1. Parse Validation,JeayeSON (C++14),fail07,false
1. Parse Validation,JeayeSON (C++14),fail26,false
1. Parse Validation,JeayeSON (C++14),fail06,false
1. Parse Validation,JeayeSON (C++14),fail31,false
1. Parse Validation,JeayeSON (C++14),fail19,false
1. Parse Validation,JeayeSON (C++14),fail05,false
1. Parse Validation,JeayeSON (C++14),fail32,false
1. Parse Validation,JeayeSON (C++14),fail23,false
1. Parse Validation,JeayeSON (C++14),fail22,false
1. Parse Validation,JeayeSON (C++14),fail25,false
1. Parse Validation,JeayeSON (C++14),fail11,false
1. Parse Validation,JeayeSON (C++14),fail04,false
1. Parse Validation,JeayeSON (C++14),fail02,false
1. Parse Validation,JeayeSON (C++14),fail10,false
1. Parse Validation,JeayeSON (C++14),fail17,false
1. Parse Validation,JeayeSON (C++14),fail14,false
1. Parse Validation,JeayeSON (C++14),fail20,false
1. Parse Validation,JeayeSON (C++14),fail15,false
2. Parse Double,JeayeSON (C++14),0.0,true
2. Parse Double,JeayeSON (C++14),-0.0,true
2. Parse Double,JeayeSON (C++14),1.0,true
2. Parse Double,JeayeSON (C++14),-1.0,true
2. Parse Double,JeayeSON (C++14),1.5,true
2. Parse Double,JeayeSON (C++14),-1.5,true
2. Parse Double,JeayeSON (C++14),3.1416,false
2. Parse Double,JeayeSON (C++14),1E10,true
2. Parse Double,JeayeSON (C++14),1e10,true
2. Parse Double,JeayeSON (C++14),1E+10,true
2. Parse Double,JeayeSON (C++14),1E-10,false
2. Parse Double,JeayeSON (C++14),-1E10,true
2. Parse Double,JeayeSON (C++14),-1e10,true
2. Parse Double,JeayeSON (C++14),-1E+10],true
2. Parse Double,JeayeSON (C++14),-1E-10,false
2. Parse Double,JeayeSON (C++14),1.234E+10,false
2. Parse Double,JeayeSON (C++14),1.234E-10,false
2. Parse Double,JeayeSON (C++14),1.79769e+308,false
2. Parse Double,JeayeSON (C++14),2.22507e-308,false
2. Parse Double,JeayeSON (C++14),-1.79769e+308,false
2. Parse Double,JeayeSON (C++14),-2.22507e-308,false
2. Parse Double,JeayeSON (C++14),min denormal,false
2. Parse Double,JeayeSON (C++14),max subnormal,false
2. Parse Double,JeayeSON (C++14),min normal,false
2. Parse Double,JeayeSON (C++14),max double,false
2. Parse Double,JeayeSON (C++14),must underflow,true
2. Parse Double,JeayeSON (C++14),2^64,false
2. Parse Double,JeayeSON (C++14),-2^63-1,false
2. Parse Double,JeayeSON (C++14),issues/120,true
2. Parse Double,JeayeSON (C++14),123e34,false
2. Parse Double,JeayeSON (C++14),45913141877270640000.0,false
2. Parse Double,JeayeSON (C++14),2.2250738585072011e-308,false
2. Parse Double,JeayeSON (C++14),1e-214748363,true
2. Parse Double,JeayeSON (C++14),1e-214748364,true
2. Parse Double,JeayeSON (C++14),nax double/other,false
2. Parse Double,JeayeSON (C++14),java-hang,false
2. Parse Double,JeayeSON (C++14),2...564e-308,false
2. Parse Double,JeayeSON (C++14),2...565e-308,false
2. Parse Double,JeayeSON (C++14),0.99...84375,true
2. Parse Double,JeayeSON (C++14),0.99...84374,false
2. Parse Double,JeayeSON (C++14),0.99...84376,true
2. Parse Double,JeayeSON (C++14),1.00...03125,true
2. Parse Double,JeayeSON (C++14),1.00...03124,true
2. Parse Double,JeayeSON (C++14),1.00...03126,false
2. Parse Double,JeayeSON (C++14),720...28.0,false
2. Parse Double,JeayeSON (C++14),720...36.0,true
2. Parse Double,JeayeSON (C++14),720...32.0,true
2. Parse Double,JeayeSON (C++14),720...99e-5,false
2. Parse Double,JeayeSON (C++14),720...01e-5,true
2. Parse Double,JeayeSON (C++14),922...84.0,false
2. Parse Double,JeayeSON (C++14),922...08.0,true
2. Parse Double,JeayeSON (C++14),922...96.0,true
2. Parse Double,JeayeSON (C++14),922...9e-5,false
2. Parse Double,JeayeSON (C++14),922...1e-5,true
2. Parse Double,JeayeSON (C++14),101...384,false
2. Parse Double,JeayeSON (C++14),101...008,false
2. Parse Double,JeayeSON (C++14),101...696,false
2. Parse Double,JeayeSON (C++14),101...9e-5,false
2. Parse Double,JeayeSON (C++14),101...1e-5,true
2. Parse Double,JeayeSON (C++14),570...808,false
2. Parse Double,JeayeSON (C++14),570...496,false
2. Parse Double,JeayeSON (C++14),570...152,false
2. Parse Double,JeayeSON (C++14),570...9e-3,false
2. Parse Double,JeayeSON (C++14),570...1e-3,false
2. Parse Double,JeayeSON (C++14),n1e308,false
2. Parse Double,JeayeSON (C++14),trimming,false
3. Parse String,JeayeSON (C++14),empty,true
3. Parse String,JeayeSON (C++14),ascii,true
3. Parse String,JeayeSON (C++14),newline,true
3. Parse String,JeayeSON (C++14),utf16 zero,true
3. Parse String,JeayeSON (C++14),whitesp,true
3. Parse String,JeayeSON (C++14),utf16 dollar,true
3. Parse String,JeayeSON (C++14),utf16 cent,true
3. Parse String,JeayeSON (C++14),utf16 euro,true
3. Parse String,JeayeSON (C++14),utf16 gclef,true
4. Roundtrip,JeayeSON (C++14),roundtrip21,false
4. Roundtrip,JeayeSON (C++14),roundtrip07,true
4. Roundtrip,JeayeSON (C++14),roundtrip22,true
4. Roundtrip,JeayeSON (C++14),roundtrip04,true
4. Roundtrip,JeayeSON (C++14),roundtrip19,false
4. Roundtrip,JeayeSON (C++14),roundtrip08,true
4. Roundtrip,JeayeSON (C++14),roundtrip02,true
4. Roundtrip,JeayeSON (C++14),roundtrip10,true
4. Roundtrip,JeayeSON (C++14),roundtrip25,false
4. Roundtrip,JeayeSON (C++14),roundtrip23,true
4. Roundtrip,JeayeSON (C++14),roundtrip03,true
4. Roundtrip,JeayeSON (C++14),roundtrip13,false
4. Roundtrip,JeayeSON (C++14),roundtrip11,true
4. Roundtrip,JeayeSON (C++14),roundtrip05,true
4. Roundtrip,JeayeSON (C++14),roundtrip12,true
4. Roundtrip,JeayeSON (C++14),roundtrip26,false
4. Roundtrip,JeayeSON (C++14),roundtrip06,true
4. Roundtrip,JeayeSON (C++14),roundtrip24,false
4. Roundtrip,JeayeSON (C++14),roundtrip14,false
4. Roundtrip,JeayeSON (C++14),roundtrip20,false
4. Roundtrip,JeayeSON (C++14),roundtrip01,true
4. Roundtrip,JeayeSON (C++14),roundtrip16,true
4. Roundtrip,JeayeSON (C++14),roundtrip17,false
4. Roundtrip,JeayeSON (C++14),roundtrip15,true
4. Roundtrip,JeayeSON (C++14),roundtrip09,true
4. Roundtrip,JeayeSON (C++14),roundtrip18,false
4. Roundtrip,JeayeSON (C++14),roundtrip27,false
1. Parse Validation,JsonBox (C++),y_string_with_del_character,true
1. Parse Validation,JsonBox (C++),y_object_duplicated_key_and_value,true
1. Parse Validation,JsonBox (C++),y_string_accepted_surrogate_pairs,true
